logFC	adj.P.Val	name	group	Regulation
-0.124603943052848	0.291411984761621	OTU_3489	unwarming_vs_warming	NS
-0.0837573101245175	0.291411984761621	OTU_3865	unwarming_vs_warming	NS
-0.611868707046698	0.291411984761621	OTU_298	unwarming_vs_warming	NS
-0.10660323477518	0.291411984761621	OTU_780	unwarming_vs_warming	NS
0.0726693436613139	0.291411984761621	OTU_4976	unwarming_vs_warming	NS
-0.332573517703799	0.291411984761621	OTU_346	unwarming_vs_warming	NS
-0.243413948825314	0.291411984761621	OTU_69	unwarming_vs_warming	NS
-0.437446317237701	0.291411984761621	OTU_401	unwarming_vs_warming	NS
-0.916211108693815	0.291411984761621	OTU_429	unwarming_vs_warming	NS
-0.385112246341984	0.291411984761621	OTU_159	unwarming_vs_warming	NS
-0.225581005014212	0.291411984761621	OTU_2632	unwarming_vs_warming	NS
-1.06079260416479	0.291411984761621	OTU_51	unwarming_vs_warming	NS
-0.379863747794518	0.291411984761621	OTU_253	unwarming_vs_warming	NS
-0.518401402968221	0.291411984761621	OTU_591	unwarming_vs_warming	NS
-1.18465654291235	0.291411984761621	OTU_321	unwarming_vs_warming	NS
-0.141268505116766	0.291411984761621	OTU_1318	unwarming_vs_warming	NS
-0.261713107377418	0.291411984761621	OTU_192	unwarming_vs_warming	NS
-0.136896219379766	0.291411984761621	OTU_565	unwarming_vs_warming	NS
-0.135035263995179	0.291411984761621	OTU_1594	unwarming_vs_warming	NS
0.106347970321526	0.291411984761621	OTU_13256	unwarming_vs_warming	NS
-0.344881186504465	0.291411984761621	OTU_189	unwarming_vs_warming	NS
-0.220460802329889	0.291510964417243	OTU_566	unwarming_vs_warming	NS
-0.1102488766432	0.291510964417243	OTU_5628	unwarming_vs_warming	NS
-0.399358651770552	0.291510964417243	OTU_585	unwarming_vs_warming	NS
-2.28469384537173	0.291510964417243	OTU_29	unwarming_vs_warming	NS
-1.97474501703049	0.291510964417243	OTU_163	unwarming_vs_warming	NS
-0.347165603586172	0.291510964417243	OTU_505	unwarming_vs_warming	NS
-0.119412083736468	0.291510964417243	OTU_1139	unwarming_vs_warming	NS
-0.258305591440345	0.291510964417243	OTU_872	unwarming_vs_warming	NS
-0.480928504729144	0.291510964417243	OTU_456	unwarming_vs_warming	NS
0.076124355460984	0.291510964417243	OTU_3791	unwarming_vs_warming	NS
-0.138781150322455	0.291510964417243	OTU_1973	unwarming_vs_warming	NS
-0.423270679609155	0.291510964417243	OTU_2969	unwarming_vs_warming	NS
0.0612854051416611	0.291510964417243	OTU_2941	unwarming_vs_warming	NS
-0.120632659493574	0.291510964417243	OTU_2490	unwarming_vs_warming	NS
-0.134108568475646	0.291510964417243	OTU_285	unwarming_vs_warming	NS
-0.614452081741381	0.291510964417243	OTU_357	unwarming_vs_warming	NS
-0.24848314698796	0.291510964417243	OTU_913	unwarming_vs_warming	NS
-0.598569853949864	0.291510964417243	OTU_128	unwarming_vs_warming	NS
-0.10727171240454	0.291510964417243	OTU_1280	unwarming_vs_warming	NS
-0.209358715915681	0.291510964417243	OTU_1079	unwarming_vs_warming	NS
-0.440881206956917	0.291510964417243	OTU_116	unwarming_vs_warming	NS
-0.394735877676307	0.292994554831967	OTU_3	unwarming_vs_warming	NS
-0.14701003070613	0.292994554831967	OTU_74	unwarming_vs_warming	NS
-0.255410023038358	0.296480497158086	OTU_273	unwarming_vs_warming	NS
-0.209050687889931	0.296480497158086	OTU_1292	unwarming_vs_warming	NS
-0.631677552365411	0.301908533618781	OTU_72	unwarming_vs_warming	NS
-0.837993731467371	0.301908533618781	OTU_448	unwarming_vs_warming	NS
-0.339888042180997	0.301908533618781	OTU_753	unwarming_vs_warming	NS
-0.162904227229438	0.301908533618781	OTU_1162	unwarming_vs_warming	NS
-0.557434512611909	0.301908533618781	OTU_112	unwarming_vs_warming	NS
-1.26715603863263	0.301908533618781	OTU_457	unwarming_vs_warming	NS
-0.9021500267213	0.307703237908212	OTU_191	unwarming_vs_warming	NS
-0.281252240786874	0.307703237908212	OTU_1386	unwarming_vs_warming	NS
-0.240530838069852	0.307703237908212	OTU_2862	unwarming_vs_warming	NS
-0.51432880513681	0.31714114522337	OTU_13059	unwarming_vs_warming	NS
