"name","Zi","Pi","type"
"OTU_4177",-1.04638261415677,0,"Peripherals"
"OTU_418",-0.175048292229644,0.21875,"Peripherals"
"OTU_419",-0.736119501971158,0.5,"Peripherals"
"OTU_42",-0.175048292229644,0.21875,"Peripherals"
"OTU_4203",0,0,"Peripherals"
"OTU_4206",1.15470053837925,0,"Peripherals"
"OTU_422",-0.651081623773395,0.625,"Connectors"
"OTU_4230",-0.931588505112178,0.5,"Peripherals"
"OTU_424",1.91836549861804,0.393491124260355,"Peripherals"
"OTU_426",-0.172143765122338,0.444444444444444,"Peripherals"
"OTU_428",-0.120615351956913,0.375,"Peripherals"
"OTU_43",-0.881419879685137,0,"Peripherals"
"OTU_430",0.405374992531807,0.561728395061728,"Peripherals"
